unnamed:_0_level_0,all_sectors,all_sectors.1,all_sectors.2,all_sectors.3,all_sectors.4,private_sector,private_sector.1,private_sector.2,private_sector.3,private_sector.4,public_sector,public_sector.1,public_sector.2,public_sector.3,public_sector.4,page_source,section,extraction_date
Unnamed: 0_level_1,Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),,,
Multi-provinces,1,3000,24.0,3.2,3.1,1,3000,24.0,3.2,3.1,,,,,,sector_jurisdiction,Q22023,2025-10-21
All jurisdictions,46,169307,37.5,5.4,4.3,14,24965,43.1,6.5,4.5,32,144342,36.5,5.2,4.2,sector_jurisdiction,Q32023,2025-10-21
Federal jurisdiction,12,36336,46.5,3.0,3.7,8,15341,45.7,4.8,4.6,4,20995,47.0,1.7,3.0,sector_jurisdiction,Q32023,2025-10-21
Newfoundland and Labrador,2,6550,48.0,2.0,3.8,,,,,,2,6550,48.0,2.0,3.8,sector_jurisdiction,Q32023,2025-10-21
Prince Edward Island,,,,,,,,,,,,,,,,sector_jurisdiction,Q32023,2025-10-21
Nova Scotia,1,1000,36.0,3.0,2.7,,,,,,1,1000,36.0,3.0,2.7,sector_jurisdiction,Q32023,2025-10-21
New Brunswick,1,8000,60.0,2.0,3.0,,,,,,1,8000,60.0,2.0,3.0,sector_jurisdiction,Q32023,2025-10-21
Quebec,3,2965,47.9,4.7,4.3,1,515,60.0,6.5,3.9,2,2450,45.3,4.3,4.4,sector_jurisdiction,Q32023,2025-10-21
Ontario,11,88992,27.7,7.6,5.1,2,6975,36.1,9.2,5.0,9,82017,26.9,7.4,5.1,sector_jurisdiction,Q32023,2025-10-21
Manitoba,3,9800,62.2,1.7,2.3,,,,,,3,9800,62.2,1.7,2.3,sector_jurisdiction,Q32023,2025-10-21
Saskatchewan,1,1400,48.0,0.0,1.9,,,,,,1,1400,48.0,0.0,1.9,sector_jurisdiction,Q32023,2025-10-21
Alberta,7,8564,40.1,4.6,2.3,3,2134,43.4,9.5,2.3,4,6430,39.0,3.0,2.3,sector_jurisdiction,Q32023,2025-10-21
British Columbia,5,5700,36.2,4.7,4.2,,,,,,5,5700,36.2,4.7,4.2,sector_jurisdiction,Q32023,2025-10-21
All territories,,,,,,,,,,,,,,,,sector_jurisdiction,Q32023,2025-10-21
Multi-provinces,,,,,,,,,,,,,,,,sector_jurisdiction,Q32023,2025-10-21
All jurisdictions,32,180530,48.9,4.0,3.0,10,35496,54.2,7.4,3.7,22,145034,47.6,3.1,2.9,sector_jurisdiction,Q42023,2025-10-21
Federal jurisdiction,4,26541,50.5,3.8,3.3,1,681,60.0,5.0,4.0,3,25860,50.2,3.8,3.2,sector_jurisdiction,Q42023,2025-10-21
Newfoundland and Labrador,1,6500,48.0,2.0,2.5,,,,,,1,6500,48.0,2.0,2.5,sector_jurisdiction,Q42023,2025-10-21
Prince Edward Island,,,,,,,,,,,,,,,,sector_jurisdiction,Q42023,2025-10-21
Nova Scotia,,,,,,,,,,,,,,,,sector_jurisdiction,Q42023,2025-10-21
New Brunswick,,,,,,,,,,,,,,,,sector_jurisdiction,Q42023,2025-10-21
Quebec,2,2225,66.6,10.0,3.4,,,,,,2,2225,66.6,10.0,3.4,sector_jurisdiction,Q42023,2025-10-21
Ontario,13,120978,45.9,4.4,3.3,6,23779,44.4,9.4,4.7,7,97199,46.3,3.1,3.0,sector_jurisdiction,Q42023,2025-10-21
Manitoba,3,11096,74.7,3.0,1.9,2,9696,78.6,3.4,1.8,1,1400,48.1,0.0,3.0,sector_jurisdiction,Q42023,2025-10-21
Saskatchewan,1,1040,36.0,5.1,3.5,,,,,,1,1040,36.0,5.1,3.5,sector_jurisdiction,Q42023,2025-10-21
Alberta,7,11450,50.9,0.5,1.2,1,1340,48.0,0.0,0.8,6,10110,51.3,0.6,1.2,sector_jurisdiction,Q42023,2025-10-21
British Columbia,1,700,36.0,5.0,4.3,,,,,,1,700,36.0,5.0,4.3,sector_jurisdiction,Q42023,2025-10-21
All territories,,,,,,,,,,,,,,,,sector_jurisdiction,Q42023,2025-10-21
Multi-provinces,,,,,,,,,,,,,,,,sector_jurisdiction,Q42023,2025-10-21
All jurisdictions,33,188927,45.9,3.0,2.6,8,21291,42.5,2.6,2.4,25,167636,46.3,3.1,2.6,sector_jurisdiction,Q12024,2025-10-21
Federal jurisdiction,6,14181,44.7,4.6,2.7,3,3500,50.4,4.9,3.3,3,10681,42.8,4.5,2.6,sector_jurisdiction,Q12024,2025-10-21
Newfoundland and Labrador,1,750,48.0,2.0,2.0,,,,,,1,750,48.0,2.0,2.0,sector_jurisdiction,Q12024,2025-10-21
Prince Edward Island,,,,,,,,,,,,,,,,sector_jurisdiction,Q12024,2025-10-21
Nova Scotia,,,,,,,,,,,,,,,,sector_jurisdiction,Q12024,2025-10-21
New Brunswick,,,,,,,,,,,,,,,,sector_jurisdiction,Q12024,2025-10-21
Quebec,1,2017,36.0,4.8,3.7,,,,,,1,2017,36.0,4.8,3.7,sector_jurisdiction,Q12024,2025-10-21
Ontario,10,109113,45.7,3.8,3.0,2,3522,28.5,4.8,3.6,8,105591,46.2,3.7,3.0,sector_jurisdiction,Q12024,2025-10-21
Manitoba,2,22500,47.8,2.5,2.8,,,,,,2,22500,47.8,2.5,2.8,sector_jurisdiction,Q12024,2025-10-21
Saskatchewan,1,520,36.0,3.0,2.7,,,,,,1,520,36.0,3.0,2.7,sector_jurisdiction,Q12024,2025-10-21
Alberta,11,39342,46.6,0.6,1.2,3,14269,44.0,1.5,1.8,8,25073,48.0,0.0,0.9,sector_jurisdiction,Q12024,2025-10-21
British Columbia,1,504,36.0,3.2,4.0,,,,,,1,504,36.0,3.2,4.0,sector_jurisdiction,Q12024,2025-10-21
All territories,,,,,,,,,,,,,,,,sector_jurisdiction,Q12024,2025-10-21
Multi-provinces,,,,,,,,,,,,,,,,sector_jurisdiction,Q12024,2025-10-21
All jurisdictions,56,653329,53.5,5.3,3.5,9,17020,28.5,4.9,4.2,47,636309,54.2,5.3,3.5,sector_jurisdiction,Q22024,2025-10-21
Federal jurisdiction,6,32460,23.5,4.1,4.1,5,13460,22.7,4.2,4.2,1,19000,24.0,4.0,4.0,sector_jurisdiction,Q22024,2025-10-21
Newfoundland and Labrador,1,500,36.0,5.1,3.6,1,500,36.0,5.1,3.6,,,,,,sector_jurisdiction,Q22024,2025-10-21
Prince Edward Island,,,,,,,,,,,,,,,,sector_jurisdiction,Q22024,2025-10-21
Nova Scotia,2,9842,38.3,2.5,2.6,,,,,,2,9842,38.3,2.5,2.6,sector_jurisdiction,Q22024,2025-10-21
New Brunswick,1,730,44.0,2.0,1.7,,,,,,1,730,44.0,2.0,1.7,sector_jurisdiction,Q22024,2025-10-21
Quebec,27,488367,60.0,6.0,3.6,1,1300,60.0,8.0,4.6,26,487067,60.0,6.0,3.6,sector_jurisdiction,Q22024,2025-10-21
Ontario,11,92820,33.9,3.5,3.2,1,740,48.0,10.8,4.1,10,92080,33.8,3.5,3.2,sector_jurisdiction,Q22024,2025-10-21
Manitoba,2,16000,48.0,2.5,2.8,,,,,,2,16000,48.0,2.5,2.8,sector_jurisdiction,Q22024,2025-10-21
Saskatchewan,1,1690,36.0,3.0,2.7,,,,,,1,1690,36.0,3.0,2.7,sector_jurisdiction,Q22024,2025-10-21
Alberta,4,9900,42.9,1.3,2.2,,,,,,4,9900,42.9,1.3,2.2,sector_jurisdiction,Q22024,2025-10-21
British Columbia,,,,,,,,,,,,,,,,sector_jurisdiction,Q22024,2025-10-21
All territories,,,,,,,,,,,,,,,,sector_jurisdiction,Q22024,2025-10-21
Multi-provinces,1,1020,48.0,5.0,3.1,1,1020,48.0,5.0,3.1,,,,,,sector_jurisdiction,Q22024,2025-10-21
All jurisdictions,27,95429,42.8,4.1,3.3,8,13506,33.5,7.7,4.5,19,81923,44.3,3.5,3.1,sector_jurisdiction,Q32024,2025-10-21
Federal jurisdiction,4,10857,47.9,5.6,3.8,2,1205,54.0,12.7,4.8,2,9652,47.2,4.7,3.7,sector_jurisdiction,Q32024,2025-10-21
Newfoundland and Labrador,,,,,,,,,,,,,,,,sector_jurisdiction,Q32024,2025-10-21
Prince Edward Island,,,,,,,,,,,,,,,,sector_jurisdiction,Q32024,2025-10-21
Nova Scotia,,,,,,,,,,,,,,,,sector_jurisdiction,Q32024,2025-10-21
New Brunswick,,,,,,,,,,,,,,,,sector_jurisdiction,Q32024,2025-10-21
Quebec,2,7700,68.9,5.5,3.8,,,,,,2,7700,68.9,5.5,3.8,sector_jurisdiction,Q32024,2025-10-21
Ontario,14,43363,36.4,4.4,3.5,4,9311,30.0,7.3,5.1,10,34052,38.1,3.6,3.1,sector_jurisdiction,Q32024,2025-10-21
Manitoba,2,19400,48.0,2.5,3.0,,,,,,2,19400,48.0,2.5,3.0,sector_jurisdiction,Q32024,2025-10-21
Saskatchewan,2,10530,37.3,2.9,2.6,,,,,,2,10530,37.3,2.9,2.6,sector_jurisdiction,Q32024,2025-10-21
Alberta,2,1339,36.0,2.8,2.5,1,750,36.0,5.0,3.7,1,589,36.0,0.0,0.9,sector_jurisdiction,Q32024,2025-10-21
British Columbia,,,,,,,,,,,,,,,,sector_jurisdiction,Q32024,2025-10-21
All territories,,,,,,,,,,,,,,,,sector_jurisdiction,Q32024,2025-10-21
Multi-provinces,1,2240,36.0,7.7,2.5,1,2240,36.0,7.7,2.5,,,,,,sector_jurisdiction,Q32024,2025-10-21
All jurisdictions,29,177872,50.3,4.8,3.7,9,21097,53.3,3.0,3.5,20,156775,49.9,5.0,3.7,sector_jurisdiction,Q42024,2025-10-21
Federal jurisdiction,7,11704,46.8,4.7,3.2,3,3194,43.5,4.4,3.2,4,8510,48.0,4.8,3.2,sector_jurisdiction,Q42024,2025-10-21
Newfoundland and Labrador,,,,,,,,,,,,,,,,sector_jurisdiction,Q42024,2025-10-21
Prince Edward Island,,,,,,,,,,,,,,,,sector_jurisdiction,Q42024,2025-10-21
Nova Scotia,2,16870,24.0,5.1,4.1,,,,,,2,16870,24.0,5.1,4.1,sector_jurisdiction,Q42024,2025-10-21
New Brunswick,,,,,,,,,,,,,,,,sector_jurisdiction,Q42024,2025-10-21
Quebec,4,89929,60.6,5.6,3.6,3,8256,66.7,2.0,4.0,1,81673,60.0,6.0,3.6,sector_jurisdiction,Q42024,2025-10-21
Ontario,6,18287,35.9,3.9,3.5,,,,,,6,18287,35.9,3.9,3.5,sector_jurisdiction,Q42024,2025-10-21
Manitoba,2,25696,48.0,2.8,4.2,1,6696,48.0,3.5,3.1,1,19000,48.0,2.5,4.6,sector_jurisdiction,Q42024,2025-10-21
Saskatchewan,,,,,,,,,,,,,,,,sector_jurisdiction,Q42024,2025-10-21
Alberta,6,7586,46.9,2.6,3.0,1,1151,24.0,4.0,3.7,5,6435,50.9,2.3,2.8,sector_jurisdiction,Q42024,2025-10-21
British Columbia,,,,,,,,,,,,,,,,sector_jurisdiction,Q42024,2025-10-21
All territories,1,6000,36.0,6.0,3.5,,,,,,1,6000,36.0,6.0,3.5,sector_jurisdiction,Q42024,2025-10-21
Multi-provinces,1,1800,48.0,3.0,3.0,1,1800,48.0,3.0,3.0,,,,,,sector_jurisdiction,Q42024,2025-10-21
All jurisdictions,21,50994,49.7,4.2,3.4,8,10377,53.5,4.0,3.4,13,40617,48.7,4.2,3.4,sector_jurisdiction,Q12025,2025-10-21
Federal jurisdiction,6,13263,46.3,4.9,3.8,5,5593,44.0,5.2,3.9,1,7670,48.0,4.7,3.7,sector_jurisdiction,Q12025,2025-10-21
Newfoundland and Labrador,,,,,,,,,,,,,,,,sector_jurisdiction,Q12025,2025-10-21
Prince Edward Island,,,,,,,,,,,,,,,,sector_jurisdiction,Q12025,2025-10-21
Nova Scotia,,,,,,,,,,,,,,,,sector_jurisdiction,Q12025,2025-10-21
New Brunswick,,,,,,,,,,,,,,,,sector_jurisdiction,Q12025,2025-10-21
Quebec,2,5513,70.8,5.7,3.2,,,,,,2,5513,70.8,5.7,3.2,sector_jurisdiction,Q12025,2025-10-21
Ontario,4,11467,46.1,4.1,3.5,,,,,,4,11467,46.1,4.1,3.5,sector_jurisdiction,Q12025,2025-10-21
Manitoba,2,8300,48.0,2.9,3.1,,,,,,2,8300,48.0,2.9,3.1,sector_jurisdiction,Q12025,2025-10-21
Saskatchewan,,,,,,,,,,,,,,,,sector_jurisdiction,Q12025,2025-10-21
Alberta,6,10051,42.6,3.5,3.0,2,2384,57.2,1.1,2.5,4,7667,38.1,4.3,3.2,sector_jurisdiction,Q12025,2025-10-21
British Columbia,1,2400,72.0,4.0,3.2,1,2400,72.0,4.0,3.2,,,,,,sector_jurisdiction,Q12025,2025-10-21
All territories,,,,,,,,,,,,,,,,sector_jurisdiction,Q12025,2025-10-21
Multi-provinces,,,,,,,,,,,,,,,,sector_jurisdiction,Q12025,2025-10-21
All jurisdictions,26,202589,46.9,5.8,4.4,12,128621,47.6,7.2,5.1,14,73968,45.6,3.3,3.1,sector_jurisdiction,Q22025,2025-10-21
Federal jurisdiction,1,733,48.0,5.0,4.5,1,733,48.0,5.0,4.5,,,,,,sector_jurisdiction,Q22025,2025-10-21
Newfoundland and Labrador,,,,,,,,,,,,,,,,sector_jurisdiction,Q22025,2025-10-21
Prince Edward Island,,,,,,,,,,,,,,,,sector_jurisdiction,Q22025,2025-10-21
Nova Scotia,1,1180,24.0,5.6,3.8,,,,,,1,1180,24.0,5.6,3.8,sector_jurisdiction,Q22025,2025-10-21
New Brunswick,,,,,,,,,,,,,,,,sector_jurisdiction,Q22025,2025-10-21
Quebec,8,115948,49.1,7.6,5.3,4,106088,48.1,8.0,5.5,4,9860,60.0,3.3,3.0,sector_jurisdiction,Q22025,2025-10-21
Ontario,4,6021,32.8,6.1,6.3,1,1606,24.0,10.8,10.2,3,4415,36.0,4.3,4.9,sector_jurisdiction,Q22025,2025-10-21
Manitoba,,,,,,,,,,,,,,,,sector_jurisdiction,Q22025,2025-10-21
Saskatchewan,1,12800,36.0,4.0,3.0,,,,,,1,12800,36.0,4.0,3.0,sector_jurisdiction,Q22025,2025-10-21
Alberta,10,64357,47.0,3.0,2.9,5,18644,47.9,2.9,2.5,5,45713,46.6,3.0,3.0,sector_jurisdiction,Q22025,2025-10-21
British Columbia,1,1550,36.0,4.2,4.6,1,1550,36.0,4.2,4.6,,,,,,sector_jurisdiction,Q22025,2025-10-21
All territories,,,,,,,,,,,,,,,,sector_jurisdiction,Q22025,2025-10-21
Multi-provinces,,,,,,,,,,,,,,,,sector_jurisdiction,Q22025,2025-10-21
All jurisdictions,292,1194600,48.5,0.9,1.4,128,247565,45.4,1.5,1.5,164,947035,49.2,0.7,1.3,sector_jurisdiction,2016,2025-10-21
Federal jurisdiction,25,120168,44.7,1.1,1.4,15,27168,78.4,0.8,1.5,10,93000,34.9,1.2,1.3,sector_jurisdiction,2016,2025-10-21
Newfoundland and Labrador,1,1400,42.9,1.7,1.6,1,1400,42.9,1.7,1.6,,,,,,sector_jurisdiction,2016,2025-10-21
Prince Edward Island,3,3880,41.1,1.6,2.5,1,550,72.0,2.5,2.1,2,3330,36.0,1.5,2.6,sector_jurisdiction,2016,2025-10-21
Nova Scotia,1,690,36.0,2.0,1.7,,,,,,1,690,36.0,2.0,1.7,sector_jurisdiction,2016,2025-10-21
New Brunswick,14,14830,53.1,1.5,1.7,5,4600,36.0,1.9,2.0,9,10230,60.8,1.4,1.5,sector_jurisdiction,2016,2025-10-21
Quebec,55,473162,60.4,0.1,1.1,11,10297,62.4,2.2,2.1,44,462865,60.3,0.1,1.1,sector_jurisdiction,2016,2025-10-21
Ontario,105,360580,36.2,1.6,1.6,66,161770,41.6,1.8,1.6,39,198810,31.8,1.5,1.6,sector_jurisdiction,2016,2025-10-21
Manitoba,22,45850,53.5,1.6,1.7,3,2700,48.0,3.2,3.1,19,43150,53.8,1.5,1.6,sector_jurisdiction,2016,2025-10-21
Saskatchewan,4,13030,46.5,0.3,1.0,1,940,36.0,2.7,2.7,3,12090,47.3,0.1,0.8,sector_jurisdiction,2016,2025-10-21
Alberta,34,80400,32.5,1.3,1.1,15,27190,31.5,0.3,0.4,19,53210,33.0,1.8,1.4,sector_jurisdiction,2016,2025-10-21
British Columbia,25,71560,53.2,0.6,1.5,9,8950,43.0,0.9,1.3,16,62610,54.7,0.5,1.6,sector_jurisdiction,2016,2025-10-21
All territories,2,7050,41.6,2.0,1.6,,,,,,2,7050,41.6,2.0,1.6,sector_jurisdiction,2016,2025-10-21
Multi-provinces,1,2000,36.0,2.2,2.2,1,2000,36.0,2.2,2.2,,,,,,sector_jurisdiction,2016,2025-10-21
All jurisdictions,224,868612,39.8,1.7,1.7,75,193038,44.9,2.6,2.0,149,675574,38.3,1.4,1.7,sector_jurisdiction,2017,2025-10-21
Federal jurisdiction,46,209018,47.4,1.4,1.6,23,40926,46.3,1.8,2.1,23,168092,47.7,1.3,1.4,sector_jurisdiction,2017,2025-10-21
Newfoundland and Labrador,,,,,,,,,,,,,,,,sector_jurisdiction,2017,2025-10-21
Prince Edward Island,,,,,,,,,,,,,,,,sector_jurisdiction,2017,2025-10-21
Nova Scotia,2,16800,58.7,0.0,0.9,,,,,,2,16800,58.7,0.0,0.9,sector_jurisdiction,2017,2025-10-21
New Brunswick,4,18570,53.7,1.0,1.0,1,500,48.0,0.0,1.2,3,18070,53.9,1.0,1.0,sector_jurisdiction,2017,2025-10-21
Quebec,21,100687,54.9,3.4,2.1,7,77903,51.1,4.0,2.2,14,22784,68.0,1.6,1.7,sector_jurisdiction,2017,2025-10-21
Ontario,78,396728,31.9,1.8,2.0,16,26668,36.7,3.2,2.2,62,370060,31.5,1.6,2.0,sector_jurisdiction,2017,2025-10-21
Manitoba,5,11178,61.6,0.3,1.9,,,,,,5,11178,61.6,0.3,1.9,sector_jurisdiction,2017,2025-10-21
Saskatchewan,6,5810,41.8,1.3,1.6,3,2330,43.8,0.6,1.7,3,3480,40.5,1.9,1.6,sector_jurisdiction,2017,2025-10-21
Alberta,36,70230,26.0,0.9,0.8,10,16850,31.3,-0.1,0.4,26,53380,24.4,1.2,0.9,sector_jurisdiction,2017,2025-10-21
British Columbia,26,39591,42.8,1.3,1.8,15,27861,41.8,1.0,1.8,11,11730,45.2,1.8,1.9,sector_jurisdiction,2017,2025-10-21
All territories,,,,,,,,,,,,,,,,sector_jurisdiction,2017,2025-10-21
Multi-provinces,,,,,,,,,,,,,,,,sector_jurisdiction,2017,2025-10-21
All jurisdictions,226,761192,42.7,1.4,1.4,82,220436,47.4,2.3,1.9,144,540756,40.7,1.0,1.2,sector_jurisdiction,2018,2025-10-21
Federal jurisdiction,30,78120,47.9,1.8,2.0,16,29740,46.5,2.4,2.3,14,48380,48.7,1.4,1.7,sector_jurisdiction,2018,2025-10-21
Newfoundland and Labrador,10,19903,49.3,1.1,0.4,2,2043,53.5,10.6,3.7,8,17860,48.9,0.0,0.0,sector_jurisdiction,2018,2025-10-21
Prince Edward Island,1,1400,36.0,2.0,1.5,,,,,,1,1400,36.0,2.0,1.5,sector_jurisdiction,2018,2025-10-21
Nova Scotia,21,41120,62.7,0.2,1.1,8,9310,39.9,0.8,0.8,13,31810,69.4,0.1,1.2,sector_jurisdiction,2018,2025-10-21
New Brunswick,1,550,48.0,2.5,2.5,1,550,48.0,2.5,2.5,,,,,,sector_jurisdiction,2018,2025-10-21
Quebec,35,156818,53.9,1.8,1.7,12,101573,52.6,2.2,1.7,23,55245,56.2,1.1,1.7,sector_jurisdiction,2018,2025-10-21
Ontario,61,198705,35.5,1.8,1.7,19,41600,39.1,2.5,2.0,42,157105,34.5,1.6,1.7,sector_jurisdiction,2018,2025-10-21
Manitoba,8,10180,53.3,1.9,1.6,6,8400,54.4,2.2,1.8,2,1780,48.0,0.1,0.5,sector_jurisdiction,2018,2025-10-21
Saskatchewan,6,17440,31.0,0.1,0.6,1,1250,96.1,0.0,1.1,5,16190,25.9,0.1,0.6,sector_jurisdiction,2018,2025-10-21
Alberta,34,157426,35.5,0.3,0.3,6,6350,39.8,1.1,1.2,28,151076,35.3,0.2,0.2,sector_jurisdiction,2018,2025-10-21
British Columbia,16,75880,36.6,2.0,2.1,9,16680,38.2,2.2,2.3,7,59200,36.1,2.0,2.0,sector_jurisdiction,2018,2025-10-21
All territories,1,710,48.0,1.0,1.5,,,,,,1,710,48.0,1.0,1.5,sector_jurisdiction,2018,2025-10-21
Multi-provinces,2,2940,38.8,1.5,1.0,2,2940,38.8,1.5,1.0,,,,,,sector_jurisdiction,2018,2025-10-21
All jurisdictions,269,684720,43.1,1.8,1.8,97,187467,43.2,2.0,2.1,172,497253,43.0,1.7,1.7,sector_jurisdiction,2019,2025-10-21
Federal jurisdiction,40,102942,49.6,2.5,2.1,16,25832,51.2,2.3,2.5,24,77110,49.1,2.5,1.9,sector_jurisdiction,2019,2025-10-21
Newfoundland and Labrador,4,8580,48.0,0.0,0.2,,,,,,4,8580,48.0,0.0,0.2,sector_jurisdiction,2019,2025-10-21
Prince Edward Island,5,8120,41.6,2.0,1.9,,,,,,5,8120,41.6,2.0,1.9,sector_jurisdiction,2019,2025-10-21
Nova Scotia,4,4060,59.0,0.7,1.4,1,930,48.0,1.7,1.9,3,3130,62.2,0.4,1.2,sector_jurisdiction,2019,2025-10-21
New Brunswick,4,3050,36.0,1.9,2.1,4,3050,36.0,1.9,2.1,,,,,,sector_jurisdiction,2019,2025-10-21
Quebec,24,35676,68.2,2.2,2.0,8,6545,69.2,2.0,2.4,16,29131,67.9,2.2,1.9,sector_jurisdiction,2019,2025-10-21
Ontario,80,233290,39.4,2.2,2.2,42,110980,38.9,2.0,2.2,38,122310,40.0,2.3,2.3,sector_jurisdiction,2019,2025-10-21
Manitoba,2,2683,47.8,0.0,1.1,,,,,,2,2683,47.8,0.0,1.1,sector_jurisdiction,2019,2025-10-21
Saskatchewan,14,37665,62.0,0.2,1.1,3,3840,60.3,1.0,1.4,11,33825,62.2,0.1,1.1,sector_jurisdiction,2019,2025-10-21
Alberta,47,75220,33.1,0.2,0.4,12,12290,36.3,1.5,1.5,35,62930,32.4,-0.1,0.2,sector_jurisdiction,2019,2025-10-21
British Columbia,39,160184,38.1,2.0,2.0,8,19400,51.5,1.6,1.8,31,140784,36.2,2.0,2.0,sector_jurisdiction,2019,2025-10-21
All territories,3,8650,47.1,1.0,1.6,,,,,,3,8650,47.1,1.0,1.6,sector_jurisdiction,2019,2025-10-21
Multi-provinces,3,4600,40.0,2.4,2.2,3,4600,40.0,2.4,2.2,,,,,,sector_jurisdiction,2019,2025-10-21
All jurisdictions,182,809923,41.4,1.8,1.9,60,139261,47.0,2.0,1.7,122,670662,40.2,1.8,2.0,sector_jurisdiction,2020,2025-10-21
Federal jurisdiction,30,261483,44.3,2.4,2.2,17,39603,52.2,2.3,2.2,13,221880,42.8,2.4,2.2,sector_jurisdiction,2020,2025-10-21
Newfoundland and Labrador,3,8000,28.2,1.9,2.0,1,1400,48.0,1.6,1.8,2,6600,24.0,2.0,2.0,sector_jurisdiction,2020,2025-10-21
Prince Edward Island,,,,,,,,,,,,,,,,sector_jurisdiction,2020,2025-10-21
Nova Scotia,1,9300,48.0,2.0,1.7,,,,,,1,9300,48.0,2.0,1.7,sector_jurisdiction,2020,2025-10-21
New Brunswick,,,,,,,,,,,,,,,,sector_jurisdiction,2020,2025-10-21
Quebec,16,19929,64.6,3.5,2.3,6,5962,38.8,7.2,3.2,10,13967,75.6,1.9,1.9,sector_jurisdiction,2020,2025-10-21
Ontario,42,312434,37.9,1.7,2.0,13,48040,38.0,2.2,1.9,29,264394,37.9,1.6,2.1,sector_jurisdiction,2020,2025-10-21
Manitoba,5,6100,50.2,1.2,1.4,2,3100,60.0,2.0,2.0,3,3000,40.2,0.4,0.8,sector_jurisdiction,2020,2025-10-21
Saskatchewan,13,29250,55.5,0.3,1.4,2,1480,62.1,1.6,1.4,11,27770,55.2,0.2,1.4,sector_jurisdiction,2020,2025-10-21
Alberta,27,57480,37.5,0.0,0.1,9,24336,54.4,0.0,0.2,18,33144,25.1,0.0,0.1,sector_jurisdiction,2020,2025-10-21
British Columbia,45,105947,38.3,2.0,2.0,10,15340,48.5,1.8,1.9,35,90607,36.6,2.0,2.0,sector_jurisdiction,2020,2025-10-21
All territories,,,,,,,,,,,,,,,,sector_jurisdiction,2020,2025-10-21
Multi-provinces,,,,,,,,,,,,,,,,sector_jurisdiction,2020,2025-10-21
All jurisdictions,179,1030411,42.8,1.8,1.9,63,225105,48.6,2.0,2.0,116,805306,41.2,1.8,1.9,sector_jurisdiction,2021,2025-10-21
Federal jurisdiction,26,119215,49.1,1.9,2.4,16,20868,49.7,1.9,1.9,10,98347,48.9,1.9,2.5,sector_jurisdiction,2021,2025-10-21
Newfoundland and Labrador,5,12450,49.5,1.0,1.3,1,500,36.0,2.4,2.2,4,11950,50.1,0.9,1.3,sector_jurisdiction,2021,2025-10-21
Prince Edward Island,1,1000,36.0,3.3,1.9,,,,,,1,1000,36.0,3.3,1.9,sector_jurisdiction,2021,2025-10-21
Nova Scotia,5,21200,36.8,1.4,1.8,1,1200,60.0,0.8,1.4,4,20000,35.4,1.5,1.8,sector_jurisdiction,2021,2025-10-21
New Brunswick,5,7763,66.5,1.8,2.1,1,500,60.0,1.8,3.5,4,7263,66.9,1.8,2.0,sector_jurisdiction,2021,2025-10-21
Quebec,56,678706,40.5,2.0,2.0,14,154909,48.5,2.1,2.1,42,523797,38.1,2.0,2.0,sector_jurisdiction,2021,2025-10-21
Ontario,32,66600,36.4,1.2,1.6,10,17606,34.8,1.5,1.7,22,48994,37.0,1.1,1.6,sector_jurisdiction,2021,2025-10-21
Manitoba,10,24265,63.2,1.3,1.3,2,2100,56.6,1.7,2.1,8,22165,63.8,1.3,1.2,sector_jurisdiction,2021,2025-10-21
Saskatchewan,5,25140,63.3,0.1,1.1,1,630,48.1,1.3,1.4,4,24510,63.7,0.1,1.1,sector_jurisdiction,2021,2025-10-21
Alberta,17,49084,50.3,1.4,1.1,12,22002,58.5,1.8,1.3,5,27082,43.7,1.1,1.0,sector_jurisdiction,2021,2025-10-21
British Columbia,16,19726,34.5,2.0,2.3,5,4790,46.5,1.2,2.7,11,14936,30.6,2.2,2.1,sector_jurisdiction,2021,2025-10-21
All territories,1,5262,24.0,1.5,1.5,,,,,,1,5262,24.0,1.5,1.5,sector_jurisdiction,2021,2025-10-21
Multi-provinces,,,,,,,,,,,,,,,,sector_jurisdiction,2021,2025-10-21
All jurisdictions,147,706936,42.5,2.8,2.7,42,139126,45.1,4.2,3.6,105,567810,41.9,2.5,2.5,sector_jurisdiction,2022,2025-10-21
Federal jurisdiction,24,45513,48.7,3.4,3.0,17,34788,50.2,3.5,3.0,7,10725,43.7,3.4,2.8,sector_jurisdiction,2022,2025-10-21
Newfoundland and Labrador,2,2200,48.0,4.1,1.8,,,,,,2,2200,48.0,4.1,1.8,sector_jurisdiction,2022,2025-10-21
Prince Edward Island,,,,,,,,,,,,,,,,sector_jurisdiction,2022,2025-10-21
Nova Scotia,5,13924,37.9,1.6,2.7,,,,,,5,13924,37.9,1.6,2.7,sector_jurisdiction,2022,2025-10-21
New Brunswick,3,9470,58.9,1.7,2.2,,,,,,3,9470,58.9,1.7,2.2,sector_jurisdiction,2022,2025-10-21
Quebec,18,67394,50.3,2.4,2.4,6,20932,55.0,3.1,2.7,12,46462,48.1,2.1,2.2,sector_jurisdiction,2022,2025-10-21
