unnamed:_0_level_0,all_jurisdictions,all_jurisdictions.1,all_jurisdictions.2,all_jurisdictions.3,all_jurisdictions.4,federal_jurisdiction,federal_jurisdiction.1,federal_jurisdiction.2,federal_jurisdiction.3,federal_jurisdiction.4,provincial_jurisdiction,provincial_jurisdiction.1,provincial_jurisdiction.2,provincial_jurisdiction.3,provincial_jurisdiction.4,page_source,section,extraction_date
Unnamed: 0_level_1,Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),,,
Utilities,2,3280,52.8,2.9,3.5,,,,,,2,3280,52.8,2.9,3.5,jurisdiction_industry,2025,2025-10-21
Construction,9,163584,48.0,7.4,4.3,,,,,,9,163584,48.0,7.4,4.3,jurisdiction_industry,2025,2025-10-21
Manufacturing,1,2400,72.0,4.0,3.2,,,,,,1,2400,72.0,4.0,3.2,jurisdiction_industry,2025,2025-10-21
Wholesale and retail trade,2,5825,70.2,6.1,3.4,,,,,,2,5825,70.2,6.1,3.4,jurisdiction_industry,2025,2025-10-21
Transportation,7,11782,43.0,4.2,3.6,5,5790,45.2,5.4,4.1,2,5992,40.9,3.0,3.1,jurisdiction_industry,2025,2025-10-21
Information and culture,1,2500,60.0,4.0,3.4,1,2500,60.0,4.0,3.4,,,,,,jurisdiction_industry,2025,2025-10-21
Finance and professional services,2,2386,36.0,4.2,4.2,1,836,36.0,4.0,3.5,1,1550,36.0,4.2,4.6,jurisdiction_industry,2025,2025-10-21
"Education, health, and social services",17,72390,44.8,3.2,3.1,,,,,,17,72390,44.8,3.2,3.1,jurisdiction_industry,2025,2025-10-21
Entertainment and hospitality,1,1606,24.0,10.8,10.2,,,,,,1,1606,24.0,10.8,10.2,jurisdiction_industry,2025,2025-10-21
Public administration,8,32952,48.2,4.2,3.3,1,7670,48.0,4.7,3.7,7,25282,48.3,4.0,3.2,jurisdiction_industry,2025,2025-10-21
